,Unnamed: 0,company,headquarters,size,founded,type,revenue,website,industry,Description
414,414,Fifth Third Bancorp,"Cincinnati, OH",10000+ Employees,1989.0,Company - Public (FITB),$5 to $10 billion (USD),www.53.com,Investment & Asset Management,"At Fifth Third Bank, we’re working hard to make banking a Fifth Third better. Which, according to the laws of mathematics, 5/3 equals 166.7%. That’s a whole lot of percents. Learn more at http://go.53.com/better"
415,415,WEC Energy Group,"Milwaukee, WI",5001 to 10000 Employees,1896.0,Company - Public (WEC ),$5 to $10 billion (USD),www.wecenergygroup.com,Energy & Utilities,"We are one of the nation’s largest electric generation and distribution and natural gas delivery holding companies, with the operational expertise and financial resources to serve the Midwest’s energy needs safely, reliably and responsibly.Our subsidiaries focus on reliable service, customer satisfaction and shareholder value. Together, we provide energy services to more than 4.5 million customers in Wisconsin, Illinois, Michigan and Minnesota. Our combined assets allow operating efficiencies across 70,100 miles of electric distribution lines, 50,000 miles of natural gas distribution and transmission lines, and 7,300 megawatts of reliable power plant capacity."
416,416,S&P Global,"New York, NY",10000+ Employees,1888.0,Company - Public (SPGI),$5 to $10 billion (USD),www.spglobal.com,Research & Development,"Every moment is an opportunity for progress S&P Global (NYSE: SPGI) provides essential intelligence. We enable governments, businesses and individuals with the right data, expertise and connected technology so that they can make decisions with conviction. From helping our customers assess new investments to guiding them through ESG and energy transition across supply chains, we unlock new opportunities, solve challenges and accelerate progress for the world.We are widely sought after by many of the world’s leading organizations to provide credit ratings, benchmarks, analytics and workflow solutions in the global capital, commodity and automotive markets. With every one of our offerings, we help the world’s leading organizations plan for tomorrow, today. For more information, visit www.spglobal.com.Our divisions include:–	S&P Global Market Intelligence partners with customers to broaden their perspective and operate with confidence by bringing them leading data sources and technologies that embed insight in their daily work.–	S&P Global Ratings offers critical insights for credit, risk and sustainable finance solutions that are essential to translating complexity into clarity, so market participants can uncover opportunities.–	S&P Global Commodity Insights enables organizations to create long-term, sustainable value with data and insights for a complete view on the global energy and commodities markets. –	S&P Global Mobility turns invaluable insights captured from automotive data to help our clients understand today’s market, reach more customers, and shape the future of automotive mobility. –	S&P Dow Jones Indices provides iconic and innovative index solutions, bringing transparency to global capital markets.–	S&P Global Engineering Solutions solves for tomorrow’s challenges today by transforming workflows and end-user experiences with data, insights and technology. Website: http://www.spglobal.comIndustry: Information ServicesCompany size: 10,000+ employeesHeadquarters: New York, NYSpecialties:Analytics, Credit ratings, Finance, Energy & commodities information, Intelligence, Commodities, Benchmarks, Portfolio and enterprise risk solutions, ESG, and Sustainable Financehttps://www.spglobal.com/en/capabilities/overview"
417,417,FMGlobal,"Johnston, RI",5001 to 10000 Employees,1835.0,Company - Private,$1 to $5 billion (USD),www.fmglobal.com,Insurance Carriers,"FM Global is a leading commercial property insurer of the world's largest businesses, providing more than one-third of FORTUNE 1000-size companies with engineering-based risk management and property insurance solutions. For more than 175 years, clients have worked with FM Global to develop robust property insurance and engineering solutions to protect their business operations from fire, natural disasters and other types of property risk. Ranked in the FORTUNE 500 list of America’s largest companies, FM Global employs more than 5,100 employees worldwide, including more than 1,800 loss prevention engineers."
418,418,Polaris,"Medina, MN",10000+ Employees,1954.0,Company - Public (PII),$5 to $10 billion (USD),www.polaris.com,Transportation Equipment Manufacturing,"As the global leader in Powersports, Polaris Inc. (NYSE: PII) pioneers product breakthroughs and enriching experiences and services that have invited people to discover the joy of being outdoors since our founding in 1954. With annual 2019 sales of $6.8 billion, Polaris’ high-quality product line-up includes the Polaris RANGER®, RZR® and Polaris GENERAL™ side-by-side off-road vehicles; Sportsman® all-terrain off-road vehicles; Indian Motorcycle® mid-size and heavyweight motorcycles; Slingshot® moto-roadsters; snowmobiles; and deck, cruiser and pontoon boats, including industry-leading Bennington pontoons. Polaris enhances the riding experience with parts, garments, and accessories, along with a growing aftermarket portfolio, including Transamerican Auto Parts. Polaris’ presence in adjacent markets includes military and commercial off-road vehicles, quadricycles, and electric vehicles. Proudly headquartered in Minnesota, Polaris serves more than 100 countries across the globe. www.polaris.com "
419,419,Williams-Sonoma,"San Francisco, CA",10000+ Employees,1956.0,Company - Public (WSM),Unknown / Non-Applicable,www.williams-sonomainc.com,Home Furniture & Housewares Stores,"Williams-Sonoma, Inc. is the world's largest design-led, digital-first, values-driven home retailer.  Across our family of brands, our culture and our products are fueled by an uncompromising passion. This dedication to our company and craft enables us to create an experience for our customers and associates that is unlike any other. The daily contributions made by our outstanding associates are foundational to our collective success.  Each business unit and area of expertise is essential in delivering our unique products and ensuring our customers' satisfaction and delight. Our mission is to make a difference in our customer’s home and beyond, but we are equally committed to making a positive impact in the lives of our associates. We work tirelessly to cultivate an environment that prioritizes growth and wellbeing and are proud of offer a range of programs designed to make every day spent working at WSI the best it can be.  If you want to bring your best self to work every day, create, innovate, and collaborate with incredible teams and beautiful products, Welcome Home. "
420,420,Autoliv,"Stockholm, Sweden",10000+ Employees,1996.0,Company - Public (ALV),$5 to $10 billion (USD),www.autoliv.com,Transportation Equipment Manufacturing,"Autoliv Inc., the worldwide leader in automotive safety systems, develops and manufactures automotive safety systems for all major automotive manufacturers in the world. Together with its joint ventures, Autoliv has more than 80 facilities with more than 60,000 employees in 27 countries. In addition, the Company has 20 technical centers in nine countries around the world, with 20 test tracks, more than any other automotive safety supplier. Autoliv develops, manufactures and markets airbags, seatbelts, steering wheels, passive safety electronics and active safety systems such as radar, night vision and camera vision systems. We also produce anti-whiplash systems, pedestrian protection systems and child seats. For over 60 years, Autoliv has focused on one very important issue: saving lives. Our innovative products save 30,000 lives every year and prevent 10 times as many injuries."
421,421,Arthur J. Gallagher,"Rolling Meadows, IL",10000+ Employees,1927.0,Company - Public (AJG),$1 to $5 billion (USD),www.ajg.com,Insurance Agencies & Brokerages,"Gallagher, an international insurance brokerage and risk management services firm, is headquartered in Rolling Meadows, Illinois, has operations in more than 40 countries and offers client-service capabilities in more than 1540 countries around the world through a network of correspondent brokers and consultants. Gallagher provides a full range of retail and wholesale property/casualty brokerage and alternative risk transfer services, as well as employee benefit brokerage, consulting and actuarial services. Gallagher also offers claims and information management, risk control consulting and appraisal services. We are honored to be the only insurance broker recognized by the Ethisphere Institute as a World's Most Ethical Company."
422,422,Motorola Solutions,"Chicago, IL",10000+ Employees,1928.0,Company - Public (MSI),$5 to $10 billion (USD),www.motorolasolutions.com,Telecommunications Services,"Motorola Solutions is a global leader in public safety and enterprise security.  Our solutions in land mobile radio communications, video security & access control and command center software, bolstered by managed & support services, create the most integrated technology ecosystem to make communities safer and help businesses stay productive and secure. Our 18,000 employees around the world innovate to make the world a better place and are fueled by our shared purpose to “help people be their best in the moments that matter.” We foster a culture of inclusion, equity and diversity of thought with the belief that the next big idea can come from anyone, anywhere at any time. What you do here matters for our customers and communities around the world. Learn how you can make a difference at www.motorolasolutions.com."
423,423,Tillow Group,"San Francisco, CA",5001 to 10000 Employees,2008.0,Company - Public (TWLO),$500 million to $1 billion (USD),www.twilio.com,Internet & Web Services,"Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video, and email by virtualizing the world’s communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world’s most demanding applications. By making communications a part of every software developer’s toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world’s largest organizations — to reinvent how companies engage with their customers."
424,424,Opendoor Technologies,"San Francisco, CA",1001 to 5000 Employees,2014.0,Company - Public (OPEN),$5 to $10 billion (USD),www.opendoor.com,Real Estate,"Founded in 2014, Opendoor’s mission is to empower everyone with the freedom to move. We believe the traditional real estate process is broken and our goal is simple: build a digital, end-to-end customer experience that makes buying and selling a home simple, certain and fast. We have assembled a dedicated team with diverse backgrounds to support more than 100,000 homes bought and sold with us and the customers who have selected Opendoor as a trusted partner in handling one of their largest financial transactions. But the work is far from over as we continue to grow in new markets.Transforming the real estate industry takes tenacity and dedication. It takes problem solvers and builders. It takes a tight knit community of teammates doing the best work of their lives, pushing one another to transform a complicated process into a simple one. So where do you fit in? Whether you’re passionate about real estate, people, numbers, words, code, or strategy -- we have a place for you. Real estate is broken. Come help us fix it. "
425,425,J.M. Smucker,"Orrville, OH",5001 to 10000 Employees,1897.0,Company - Public (SJM),$5 to $10 billion (USD),www.jmsmucker.com,Food & Beverage Manufacturing,"For 120 years, The J.M. Smucker Company has been committed to offering consumers quality products that bring families together to share memorable meals and moments. Today, Smucker is a leading marketer and manufacturer of consumer food and beverage products and pet food and pet snacks in North America with annual net sales of approximately $8 billion. In consumer foods and beverages, its brands include Smucker's®, Folgers®, Jif®, Dunkin’ Donuts®, Crisco®, R.W. Knudsen Family®, and Café Bustelo®. In pet food and pet snacks, its brands include Meow Mix®, Milk-Bone®, Rachael Ray™ Nutrish®, Kibbles 'n Bits®, Natural Balance®, and 9Lives®. The Company remains rooted in the Basic Beliefs of Quality, People, Ethics, Growth, and Independence established by its founder and namesake more than a century ago. For more information about the Company, visit jmsmucker.com."
426,426,Anywhere Real Estate,"Bellingham, WA",10000+ Employees,2009.0,Company - Public (EXPI),$1 to $5 billion (USD),www.exprealty.com,Real Estate,"eXp World Holdings, Inc. (Nasdaq: EXPI) is the holding company for eXp Realty®, Virbela and SUCCESS® Enterprises.eXp Realty is the fastest-growing real estate company in the world with more than 82,000 agents in the United States, Canada, the United Kingdom, Australia, South Africa, India, Mexico, Portugal, France, Puerto Rico, Brazil, Italy, Hong Kong, Colombia, Spain, Israel, Panama, Germany, Dominican Republic, Greece and New Zealand and continues to scale internationally. As a publicly traded company, eXp World Holdings provides real estate professionals the unique opportunity to earn equity awards for production goals and contributions to overall company growth. eXp World Holdings and its businesses offer a full suite of brokerage and real estate tech solutions, including its innovative residential and commercial brokerage model, professional services, collaborative tools and personal development. The cloud-based brokerage is powered by Virbela, an immersive 3D platform that is deeply social and collaborative, enabling agents to be more connected and productive. SUCCESS Enterprises, anchored by SUCCESS magazine and its related media properties, was established in 1897 and is a leading personal and professional development brand and publication."
427,427,Oshkosh,"Oshkosh, WI",501 to 1000 Employees,,Government,Unknown / Non-Applicable,www.ci.oshkosh.wi.us,Municipal Agencies,
428,428,MasTec,"Coral Gables, FL",10000+ Employees,1994.0,Company - Public (MTZ),$5 to $10 billion (USD),www.mastec.com,Construction,"MasTec companies have been involved in some of the largest and most complex infrastructure construction projects across the country.  With offices across North America, a workforce of nearly 22,000 skilled professionals and an extensive wholly-owned fleet of specialized construction equipment, we have the resources needed to handle even the most complicated jobs. Our geographic reach, scalability, and overall financial stability also enable us to meet our customers' changing needs.As a culture, our focus on innovation and smart solutions colors everything we do. We're always looking for ways to increase efficiency in projects and within our own organization. We work to stay at the forefront of safety and environmentally-responsible construction to support safety and deliver quality work and service."
429,429,GXO Logistics,"Greenwich, United Kingdom",10000+ Employees,2021.0,Company - Public,Unknown / Non-Applicable,www.gxo.com,Shipping & Trucking,"At GXO, we are proud to be a global workforce with strong talent at every level. We focus on creating a workplace that allows everyone to thrive. We take care of the health and safety of our employees; our diversity, culture of respect and focus on collaboration are core to how we believe a business should be run and key to how we deliver. We offer competitive pay, career development and opportunities for every team member to achieve their full potential while working in a technology-led, agile culture. Come work with us – and help change the game for our customers."
430,430,APA,"Vienna, Austria",Unknown,,Unknown,Unknown / Non-Applicable,www.apa-it.at,,
431,431,Boise Cascade,"Boise, ID",5001 to 10000 Employees,1957.0,Company - Public (BCC),$1 to $5 billion (USD),www.bc.com,Wholesale,"We are a leading manufacturer and distributor of building materials. We're a Fortune 500 company and employ more than 6,100 people across North America. Boise Cascade is a public company traded on the New York Stock Exchange under the symbol BCC and headquartered in Boise, Idaho."
432,432,Dover,"Downers Grove, IL",10000+ Employees,1955.0,Company - Public (DOV),$5 to $10 billion (USD),www.dovercorporation.com,Machinery Manufacturing,"Dover is a diversified global manufacturer and solutions provider with annual revenue of over $8 billion. We deliver innovative equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services through five operating segments: Engineered Products, Clean Energy & Fueling, Imaging & Identification, Pumps & Process Solutions and Climate & Sustainability Technologies. Dover combines global scale with operational agility to lead the markets we serve. Recognized for our entrepreneurial approach for over 65 years, our team of over 25,000 employees takes an ownership mindset, collaborating with customers to redefine what's possible. Headquartered in Downers Grove, Illinois, Dover trades on the New York Stock Exchange under ""DOV."" Additional information is available at dovercorporation.com.  "
433,433,Genworth Financial,"Richmond, VA",1001 to 5000 Employees,2004.0,Company - Public (GNW),$5 to $10 billion (USD),www.genworth.com,Insurance Carriers,"Genworth Financial, Inc. (NYSE: GNW) is a leading Fortune 500® insurance holding company dedicated to helping people secure their financial lives, families and futures. Genworth has leadership positions in products and services that assist consumers in protecting themselves, investing for the future and planning for retirement -- including life insurance, long term care insurance, financial protection coverages, and independent advisor-based wealth management -- and mortgage insurance that helps consumers achieve home ownership while assisting lenders in managing their risk and capital.Our products and services are offered through financial intermediaries, advisors, independent distributors and sales specialists. Headquartered in Richmond, Virginia, Genworth traces its roots back to 1871 and became a public company in 2004."
434,434,Bath & Body Works,"Columbus, OH",10000+ Employees,1990.0,Company - Public,$5 to $10 billion (USD),www.bathandbodyworks.com,Beauty & Personal Accessories Stores,"ABOUT USBath & Body Works is an international company that sells personal care and beauty products in more than 1,700 North American stores and has nearly 300 stores in countries around the globe operating under franchise, license and wholesale arrangements. The company's products are also available online.At Bath & Body Works, you’re part of something special — a growth company with sound values and high-performing teams … a diverse, equitable and inclusive culture of respect … and one of the most creative, dynamic and consistently profitable specialty retailers in the world. We value our associates. With a “can-do” spirit, they bring our fun, happy brand to life for our customers, and we reward them with increasing compensation and responsibility. We invite you to learn more about who we are and how we help grow careers."
435,435,Booz Allen Hamilton Holding,"McLean, VA",10000+ Employees,1914.0,Company - Public (BAH),$5 to $10 billion (USD),www.boozallen.com,Business Consulting,"At Booz Allen, we believe that your talents are the gateway to tomorrow. Working at the leading-edge of AI, data science, digital transformation, cybersecurity, engineering, and health and science, we uncover and solve the emerging challenges of our time. Ours is a culture of innovation, rooted in a collective desire to make a lasting impact that you will realize. The skills you’ll bring to our team, coupled with the unparalleled missions you’ll serve, will shift the way the world works and lead us into the future. Change is within reach—and it all starts with you."
436,436,Coinbase Global,"San Francisco, CA",501 to 1000 Employees,2012.0,Company - Public (COIN),Unknown / Non-Applicable,www.coinbase.com,Internet & Web Services,"We are building the cryptoeconomy – a more fair, accessible, efficient, and transparent financial system enabled by crypto.We started in 2012 with the radical idea that anyone, anywhere, should be able to easily and securely send and receive Bitcoin. Today, we offer a trusted and easy-to-use platform for accessing the broader cryptoeconomy.Customers around the world discover and begin their journeys with crypto through Coinbase. Approximately 89 million verified users, 11,000 institutions, and 185,000 ecosystem partners in over 100 countries trust Coinbase to easily and securely invest, spend, save, earn, and use crypto."
437,437,Zimmer Biomet Holdings,"Warsaw, IN",10000+ Employees,1927.0,Company - Public (ZBH),$5 to $10 billion (USD),www.zimmerbiomet.com,Biotech & Pharmaceuticals,"Zimmer Biomet is a global medical technology leader with a comprehensive portfolio designed to maximize mobility and improve health. We seamlessly transform the patient experience through our innovative products and suite of integrated digital and robotic technologies that leverage data, data analytics and artificial intelligence.With 90+ years of trusted leadership and proven expertise, Zimmer Biomet is positioned to deliver the highest quality solutions to patients and providers. Our legacy continues to come to life today through our progressive culture of evolution and innovation.For more information about our product portfolio, our operations in 25+ countries and sales in 100+ countries or about joining our team, visit www.zimmerbiomet.com or follow Zimmer Biomet on Twitter at www.twitter.com/zimmerbiomet."
438,438,Westinghouse Air Break Technologies,"Pittsburgh, PA",10000+ Employees,1869.0,Company - Public (WAB),$5 to $10 billion (USD),www.wabteccorp.com,Transportation Equipment Manufacturing,"Wabtec Corporation is a leading global provider of equipment, systems, digital solutions and improved services for freight and transit rail. We are focused on performance that drives progress, creating transportation solutions that move and improve the world. In addition to an industry-leading portfolio for rail and transit, we are also a leader in mining, marine and industrial solutions. Wabtec has approximately 27,000 employees in facilities throughout the world. Whether your talents lie in digital solution development, next-gen manufacturing, advanced service delivery, or the spectrum of business functions that support them, Wabtec literally has a world of opportunity for you across our global network.Take a tour of some of our products www.wabtec-city.com/"
439,439,Zoetis,"Parsippany, NJ",5001 to 10000 Employees,2013.0,Company - Public (ZTS),$5 to $10 billion (USD),www.zoetis.com,Biotech & Pharmaceuticals,"Zoetis is the world’s leading animal health company focused on the needs of those who raise and care for animals. We are passionate about our customers and the animals in their care. We discover, develop and manufacture the world’s most innovative and effective products for animal health—medicines, vaccines, diagnostics, genetic tests, biodevices—and we are creating the next generation of integrated solutions and services to support this evolving industry."
440,440,Packaging Corp. of America,"Columbus, WI",Unknown,1986.0,Company - Private,Unknown / Non-Applicable,americanpackaging.com/,Machinery Manufacturing,"Established in 1902, American Packaging Corporation (APC) is one of the leading flexible packaging converters in North America.We specialize in supporting many industries, including dry foods, seasoning and mixes, coffee and tea, refrigerated dairy, fresh produce, frozen products, confectionery, medical, personal care, nutraceutical, hard-to-hold products, liquids, and other markets. With experience serving some of the most well-known brands on the market, APC is capable of providing high-quality, innovative custom packaging solutions for a broad range of products."
441,441,LPL Financial Holdings,"Fort Mill, SC",1001 to 5000 Employees,1968.0,Company - Public (LPLA),$1 to $5 billion (USD),www.lpl.com,Investment & Asset Management,"As the nation’s leading independent broker-dealer*, we offer an integrated platform of proprietary technology, brokerage, and investment advisor services to more than 16,000 financial professionals and approximately 700 financial institutions. We also support more than 4,000 other financial professionals with customized clearing solutions, advisory platforms, and technology.*As reported by Financial Planning magazine, June 1996-2019, based on total revenue."
442,442,T. Rowe Price,"Baltimore, MD",5001 to 10000 Employees,1937.0,Company - Public (TROW),$1 to $5 billion (USD),www.troweprice.com,Investment & Asset Management,"T. Rowe Price is a global investment management organization focused on delivering global investment management excellence and retirement services that investors can rely on—now, and over the long term. We help people close the gap between the money they have and the money they’ll need, so they can live with confidence in their finances. We have over 7,100 employees, offices in 16 countries, and we are responsible for investing $1.6 trillion of our clients’ money (as of 12/31/21)."
443,443,Fortune Brands Home & Security,"Deerfield, IL",10000+ Employees,2011.0,Company - Public (FBHS),$1 to $5 billion (USD),www.fbhs.com,Consumer Product Manufacturing,"Fortune Brands Home & Security, Inc. (NYSE: FBHS), is a Fortune 500 global home and security products manufacturing leader with revenues totaling $6.1 billion in 2020. The Company's trusted brands include Master Lock and Sentry Safe security products, MasterBrand Cabinets, Moen and Therma-Tru entry door systems. Fortune Brands holds market leadership positions in all of its segments. For more information, please visit www.FBHS.com."
444,444,Casey's General Stores,"Ankeny, IA",10000+ Employees,1967.0,Company - Public (CASY),$5 to $10 billion (USD),www.caseys.com,Convenience Stores,"At Casey’s, our purpose is to the make the lives of our guests and communities better every day. We are a growing, Fortune 500 company operating over 2,200 convenience stores in 16 states, two distribution centers (Ankeny, Iowa, and Terre Haute, Indiana) and a Store Support Center in Ankeny, Iowa. We are adding a third distribution center in 2021 in Joplin, Missouri. Founded more than 50 years ago, we have a long tradition of having deep connections in the communities we serve. Today, we employ over 38,000 team members, are the fourth-largest convenience store retailer and the fifth-largest pizza chain in the United States. We are famous for our pizza, along with other freshly, prepared foods! We also provides quality fuel, and friendly service at every location. We also give back to our local communities to strengthen our connection with the people who drive our success – our guests and team members. One new way we are doing this is through our Casey’s Rewards program which gives our guests the opportunity to pay it forward by donating points they earn toward a donation to local schools.We are focused on providing our team members career paths in a guest-focused, service-oriented and respectful work environment."
445,445,A-Mark Precious Metals,"El Segundo, CA",51 to 200 Employees,,Company - Public (AMRK),$5 to $10 billion (USD),www.amark.com,Investment & Asset Management,"A-Mark gives high marks to its own gold standard. Wholesaler A-Mark Precious Metals trades, markets, and finances rare coins, precious metals, and collectibles. The company deals in gold, silver, platinum, and palladium coins, bars, wafers, and grain for central banks, manufacturers, jewelers, and individuals around the world. A-Mark Precious Metals also distributes coins for government mints, including those of Australia, Canada, South Africa, and the US. Former chairman Steven Markoff founded the company in 1965 when he was 16 years old; in 2005 it was sold to Greg Manning Auctions (now Spectrum Group International)."
446,446,Hess,"New York, NY",1001 to 5000 Employees,1933.0,Company - Public (HES),$1 to $5 billion (USD),www.hess.com,Energy & Utilities,"Hess is a leading international independent energy company engaged in the exploration and production of crude oil and natural gas. We have an industry leading position in the Bakken in North Dakota – a key U.S. shale play. Hess is also one of the largest producers in the deepwater Gulf of Mexico and a key natural gas producer and supplier to Peninsular Malaysia and Thailand. The company is engaged in exploration and appraisal activities offshore Guyana, participating in one of the industry’s largest oil discoveries in the past decade, as well as the Gulf of Mexico, Suriname and Nova Scotia.Hess aims to attract, retain and energize the best people by investing in their professional development and providing them with challenging and rewarding opportunities for personal growth."
447,447,Vertex Pharmaceuticals,"Boston, MA",1001 to 5000 Employees,1989.0,Company - Public (VRTX),$1 to $5 billion (USD),www.vrtx.com,Biotech & Pharmaceuticals,"Vertex is a global biotechnology company that invests in scientific innovation to create transformative medicines for people with serious and life-threatening diseases.We discovered and developed the first medicines to treat the underlying cause of cystic fibrosis (CF), a rare, life-threatening genetic disease. In addition to clinical development programs in CF, Vertex has more than a dozen ongoing research programs focused on the underlying mechanisms of other serious diseases. Founded in 1989 in Cambridge, Massachusetts, our corporate headquarters is now located in Boston’s Innovation District, and our international headquarters is in London, United Kingdom. We currently employ approximately 3,500 people in the United States, Europe, Canada, Australia and Latin America with nearly two-thirds of our staff dedicated to research and development."
448,448,KeyCorp,"Cleveland, OH",10000+ Employees,1849.0,Company - Public (KEY),$5 to $10 billion (USD),www.key.com/,Banking & Lending,"Headquartered in Cleveland, Ohio, KeyCorp (Key) is one of the nation’s largest financial services companies. Key provides investment management, retail and commercial banking, consumer finance and investment banking products to individuals and companies throughout the United States and, for certain businesses, internationally.We put our clients’ needs first and take a customized approach to meeting those needs. At Key, we’ve made a promise to our clients that they will always have a champion in us. To deliver on that promise, we’re committed to building a team of engaged employees who do the right thing for our clients and help them achieve their financial goals each and every day."
449,449,Chipotle Mexican Grill,"Newport Beach, CA",10000+ Employees,1993.0,Company - Public (CMG),$5 to $10 billion (USD),www.chipotle.com/,Restaurants & Cafes,"As a food-focused, people-first company, our mission of Cultivating a Better World means more than just using real ingredients. It means hiring passionate people and investing in their future. It means championing diversity and celebrating inclusion. It means fostering a culture of well-being for our employees and the environment. So whether you grow your career, chase your passion, or just pick up a few skills along the way, we want to help you get a real start."
450,450,CMS Energy,"Jackson, MI",5001 to 10000 Employees,1910.0,Subsidiary or Business Segment,$5 to $10 billion (USD),www.consumersenergy.com,Energy & Utilities,"Consumers Energy Company makes sure that the energy consumers in Michigan have the power to crank up their heaters and the gas to fire up their stoves. The company's operating area includes all 68 counties of Michigan's lower peninsula. All told, Consumers Energy has a generating capacity of more than 9,240 MW (primarily fossil-fueled), and distributes electricity to 1.8 million customers and natural gas to 1.7 million customers. Included in the utility's arsenal of power production is electricity generated from fossil-fueled, nuclear, and hydroelectric power plants. Consumers Energy is a subsidiary and primary operating unit of CMS Energy."
451,451,Arconic,"New York, NY",10000+ Employees,1888.0,Company - Public (ARNC),Unknown / Non-Applicable,www.arconic.com,Metal & Mineral Manufacturing,"Working in close partnership with our customers, we solve complex engineering challenges to transform the way we fly, drive, build and power.Through the ingenuity of our people and cutting-edge advanced manufacturing techniques, we deliver products at a quality and efficiency that ensures customer success and shareholder value. From advanced materials that are helping make the concept cars of today the reality of tomorrow, to engine components that operate in temperatures above their melting point. We break barriers. We engineer solutions."
452,452,Taylor Morrison Home,"Scottsdale, AZ",1001 to 5000 Employees,2007.0,Company - Public (TMHC),$5 to $10 billion (USD),www.taylormorrison.com,Construction,"Taylor Morrison is a national homebuilder and land developer with a whole lot of heart and the fearlessness to challenge the status quo. Whether we’re supporting our customers on the cusp of change to Make Moves, inspiring our team members to uphold our culture we affectionately call TMLiving and fulfill our promise to ‘Love the Customer,’ or innovating the homebuying experience into the very best it can be, it’s our people who fuel our passion for making Taylor Morrison the perfect place to call home. We’re honored to hold the title of America’s Most Trusted® Home Builder by Lifestory Research for six years running, and for being named one of Fortune Magazine’s World’s Most Admired Companies in 2019 and 2020 and one of Glassdoor’s Best Places to Work in 2018 and 2020. Our efforts to make the homebuilding industry more representative and inclusive have also been recognized with a three-time inclusion on Bloomberg’s Gender Equality Index in 2019, 2020 and 2021. These accolades, paired with our esteemed company culture, unwavering commitment to sustainability, philanthropy and healthy living, and dedication to elevating the customer and employee experience make us a great choice for potential homebuyers and future team members alike.   Today, Taylor Morrison and our family of brands build in 11 states and 22 major markets—securing us the No. 5 spot for the nation’s largest homebuilders. To make the homebuying journey as seamless as possible, we also offer a one-stop-shop experience through our suite of in-house financial services, including mortgage, title services and insurance. With a legacy spanning over 100 years, whether you’re considering joining our family as a customer, team member or valued trade partner, we can’t wait to welcome you home. "
453,453,American Financial Group,"Berwyn, PA",1 to 50 Employees,,Company - Private,Unknown / Non-Applicable,www.afgifg.com,Investment & Asset Management,
454,454,UGI,"Reading, PA",1001 to 5000 Employees,1882.0,Company - Private,$500 million to $1 billion (USD),www.ugi.com,Energy & Utilities,"UGI Utilities, Inc. is a natural gas and electric utility committed to delivering reliable, safe and affordable energy to our 700,000 customers in 45 counties in Pennsylvania and one county in Maryland.  At UGI, we believe that safe, reliable and efficient energy is a necessity for our customers and communities. We strive to deliver this fundamental need through best-in-class safety, operations, products and services while positively impacting the lives of our employees, customers, and the communities we serve."
455,455,Science Applications International,"Reston, VA",10000+ Employees,1969.0,Company - Public (SAIC),$5 to $10 billion (USD),www.saic.com,Information Technology Support Services,"SAIC® is a premier Fortune 500® technology integrator driving our nation’s technology transformation. Our robust portfolio of offerings across the defense, space, civilian and intelligence markets includes secure high-end solutions in engineering, digital, artificial intelligence and mission solutions. Using our expertise and understanding of existing and emerging technologies, we integrate the best components from our own portfolio and our partner ecosystem to deliver innovative, effective and efficient solutions that are critical to achieving our customers' missions.We are approximately 26,000 strong; driven by mission, united by purpose, and inspired by opportunities. SAIC is an Equal Opportunity Employer, fostering a culture of diversity, equity and inclusion, which is core to our values and important to attract and retain exceptional talent. Headquartered in Reston, Virginia, SAIC has annual revenues of approximately $7.4 billion. For more information, visit saic.com. For ongoing news, please visit our newsroom."
456,456,Avantor,"Radnor, PA",10000+ Employees,1904.0,Company - Public (AVTR),$5 to $25 million (USD),www.avantorsciences.com,Biotech & Pharmaceuticals,"Avantor® is a leading global provider of mission-critical products and services to customers in the life sciences and advanced technologies & applied materials industries. The company operates in more than 30 countries and delivers an extensive portfolio of products and services. As our channel brand, VWR offers an integrated, seamless purchasing experience that is optimized for the way our customers do business. We set science in motion to create a better world."
457,457,Hanesbrands,"Winston-Salem, NC",10000+ Employees,2005.0,Company - Public (HBI),$5 to $10 billion (USD),www.hanes.com/corporate,Consumer Product Manufacturing,"HanesBrands (NYSE: HBI) makes everyday apparel that is known and loved by consumers around the world for comfort, quality and value. Among the company’s iconic brands are Hanes, the leading basic apparel brand in the United States; Champion, an innovator at the intersection of lifestyle and athletic apparel; and Bonds, which is setting new standards for design and sustainability.HBI employs 59,000 associates in 33 countries and has built a strong reputation for workplace quality and ethical business practices."
458,458,Clorox,"Oakland, CA",5001 to 10000 Employees,1913.0,Company - Public (CLX),$5 to $10 billion (USD),www.thecloroxcompany.com,Consumer Product Manufacturing,"Clorox is a global company with leading brands that have become household names: our namesake bleach and cleaning products; Pine-Sol&reg; cleaners; Liquid Plumr&reg; clog removers; Poett&reg; home care products; Fresh Step&reg; cat litter; Glad&reg; bags, wraps and containers; Kingsford&reg; charcoal; Hidden Valley&reg; dressings and sauces; Brita&reg; water-filtration products; Burt's Bees&reg; natural personal care products; and Renew Life&reg; digestive health products.  We manufacture products in more than two dozen countries and market them in more than 100 countries. Clorox trades on the New York Stock Exchange under the symbol CLX."
