,Unnamed: 0,name,headquaters_location_city,headquaters_location_state,headquaters_location_country,headquaters_regions,founder,website_link,hub,num_employees_enum,last_funding_type,rank_org_company,IPO_status,industries,stock_symbol,description,founded_date,operating_status,also_known_as,company_type,legal_name,contact_phone,number_of_exits
452,452,Union Pacific,Omaha,Nebraska,United States,['Midwestern US'],['John J Koraleski'],http://www.up.com/,[],10000+ Employees,,"166,736",Public,"['Information Technology', 'Logistics', 'Transportation']",BVMF:UPAC34 ,"The Union Pacific Railroad reporting mark UP is a Class I line haul freight railroad that operates 8,300 locomotives over 31,800 route-miles in 23 states west of Chicago, Illinois and New Orleans, Louisiana. The Union Pacific Railroad network is the largest in the United States and is serviced by 45,400 employees.Union Pacific Railroad is the principal operating company of Union Pacific Corporation (NYSE: UNP); both are headquartered in Omaha, Nebraska. Over the years Union Pacific Corporation has grown by acquiring other railroads, notably the Missouri Pacific, Chicago and North Western, Western Pacific, Missouri-Kansas-Texas, and the Southern Pacific (including the Rio Grande). Union Pacific Corporation also owns a 26% interest in Mexico-based Ferromex.Source: Wikipedia [http://en.wikipedia.org/wiki/Union_Pacific_Railroad]",1862,,Active,For Profit,,,1.0
453,453,United Airlines Holdings,Chicago,Illinois,United States,"['Greater Chicago Area', 'Great Lakes', 'Midwestern US']",['Walter Varney'],https://www.united.com/ual/en/us/,['United Airlines Alumni Founded Companies'],10000+ Employees,,"37,188",Public,"['Hospitality', 'In-Flight Entertainment', 'Service Industry', 'Transportation', 'Travel']",NYSE:UAL ,"United Airlines and United Express operate an average of 5,341 flights a day to more than 360 airports across six continents. In 2012, United and United Express carried more passenger traffic than any other airline in the world and operated nearly two million flights carrying 140 million customers. United is investing in upgrading its onboard products and now offers more flat-bed seats in its premium cabins and more extra-legroom economy-class seating than any airline in North America. In 2013, United became the first U.S.-based international carrier to offer satellite-based Wi-Fi on long-haul overseas routes. The airline also features DIRECTV® on 200 aircraft, offering customers more live television access than any other airline in the world. United operates nearly 700 mainline aircraft and has made large-scale investments in its fleet. In 2013, United will continue to modernize its fleet by taking delivery of more than two dozen new Boeing aircraft. The company expanded its industry-leading global route network in 2012, launching nine new international and 18 new domestic routes. Business Traveler magazine awarded United Best Airline for North American Travel for 2012, and readers of Global Traveler magazine have voted United’s MileagePlus program the best frequent flyer program for nine consecutive years. According to the 4th annual Switchfly Reward Seat Availability Survey published by IdeaWorksCompany in May 2013, United has the most saver-style award-seat availability among the largest U.S. global airlines. More than 85,000 United employees reside in every U.S. state and in countries around the world.","Apr 6, 1926",,Active,For Profit,,,3.0
454,454,United Natural Foods,Providence,Rhode Island,United States,"['East Coast', 'New England', 'Northeastern US']","['Michael Funk', 'Norman a. cloutier']",http://unfi.com,[],5001 to 10000 Employees,Post-IPO Equity,"14,198",Public,"['Food and Beverage', 'Health Care', 'Hospitality', 'Organic Food']",NASDAQ:UNFI ,"UNFI is the leading independent national distributor of natural, organic and specialty foods and related products including nutritional supplements, personal care items and organic produce, in the United States. In addition to excellent distribution services, we provide a range of innovative, value-added services for our customers and suppliers, to foster mutual success and growth. Our services include marketing and promotional tools, merchandising, category management and store support services.",1978,,Active,For Profit,,,
455,455,United Rentals,Stamford,Connecticut,United States,"['East Coast', 'New England', 'Northeastern US']",['Bradley S. Jacobs'],http://www.unitedrentals.com,[],10000+ Employees,,"115,757",Public,"['Construction', 'Industrial', 'Rental']",NYSE:URI ,"United Rentals is an equipment rental distributor that deploys people, tools, and solutions to enable their customers to build constructions. The customer base of the company includes construction and industrial companies, utilities, municipalities, government agencies, and contractors. Their customers are based on 3 categories such as non-construction, non-residential, and residential.The company offers industrial services to its users, including chemical, oil and gas refining, oilfields, and power generation and distribution. It also allows power and HVAC, pump solutions, tool management, and trench safety. Safety trainings are given by United Academy such as jobsite and operator safety and trench and excavation safety trainings.United Rentals is a U.S.-based company that was founded in 1997.",1997,,Active,For Profit,,,
456,456,United States Steel,Pittsburgh,Pennsylvania,United States,"['Great Lakes', 'Northeastern US']",['Elbert H. Gary'],http://www.ussteel.com,[],10000+ Employees,,"182,611",Public,['Manufacturing'],NYSE:X ,"United States Steel Corporation is an integrated steel producer with major production operations in the United States, Canada and Central Europe and an annual raw steelmaking capability of 27 million net tons. The company manufactures a wide range of value-added steel sheet and tubular products for the automotive, appliance, container, industrial machinery, construction, and oil and gas industries.",1901,Active,uss,For Profit,,,1.0
457,457,UnitedHealth Group,Denver,Colorado,United States,"['Greater Denver Area', 'Western US']",['Richard T. Burke'],http://www.uhg.com,['UnitedHealth Group Alumni Founded Companies'],10000+ Employees,,"27,071",Public,"['Health Care', 'Medical', 'Wellness']",NYSE:UNH ,"UnitedHealth Group is the most diversified health care company in the United States and a leader worldwide in helping people live healthier lives and helping to make the health system work better for everyone.UnitedHealth Group are committed to introducing innovative approaches, products and services that can improve personal health and promote healthier populations in local communities. Our core capabilities in clinical care resources, information and technology uniquely enable us to meet the evolving needs of a changing health care environment as millions more Americans enter a structured system of health benefits and UnitedHealth Group help build a stronger, higher quality health system that is sustainable for the long term.",2001,,Active,For Profit,,,1.0
458,458,Univar Solutions,Downers Grove,Illinois,United States,"['Greater Chicago Area', 'Great Lakes', 'Midwestern US']",['David Jukes'],https://univarusa.com,[],10000+ Employees,,"140,297",Private,['Chemical'],,"Univar Solutions is a global chemical and ingredients distributor and provider of value-added services that works with leading suppliers worldwide. They are committed allies to customers and suppliers, helping them anticipate, navigate, and leverage meaningful growth opportunities.",1924,,Active,For Profit,,,
459,459,Universal Health Services,King Of Prussia,Pennsylvania,United States,"['Greater Philadelphia Area', 'Great Lakes', 'Northeastern US']",['Alan B. Miller'],https://uhs.com,[],10000+ Employees,,"91,441",Public,"['Health Care', 'Hospital', 'Medical']",NYSE:UHS ,"Universal Health Services, Inc. (UHS) is one of the nation's largest and most respected healthcare management companies, operating through its subsidiaries acute care hospitals, behavioral health facilities and ambulatory centers nationwide, in Puerto Rico and the U.S. Virgin Islands. Founded in 1978 by Alan B. Miller, Chairman and CEO, UHS subsidiaries employ more than 60,000 individuals. UHS maintains one of the strongest balance sheets in the industry and is rated investment grade by Moody's, Standard & Poor's and Fitch. This strong capital position has enabled the company to develop and acquire many new facilities over the past few years.",1978,Active,UHS,For Profit,,,1.0
460,460,Unum Group,Chattanooga,Tennessee,United States,['Southern US'],['Elisha B. Pratt'],http://www.unum.com,[],10000+ Employees,,"151,052",Public,"['Finance', 'Financial Services', 'Insurance', 'Women Founded']",NYSE:UNM ,"Since their founding in 1848, Unum has been known for breaking new ground in the business of benefits. Integrity, determination, innovation and leadership were at the core of their company 165 years ago, and they are just as relevant to their business today.Just as long-lasting has been their commitment to being there when people need us most, a simple but compelling philosophy that began before the Civil War during a time when investing in insurance to protect yourself from the financial effects of illness and injury was a radical idea. They persevered during the fledgling insurance landscape then, and we're equally committed today to educating consumers about the value of financial protection benefits.Take a look below at Unum and its predecessor companies throughout the years.",1848,,Active,For Profit,,,1.0
461,461,VF,Denver,Colorado,United States,"['Greater Denver Area', 'Western US']","['John Barbey', 'Tan Adela']",http://www.vfc.com,[],10000+ Employees,Post-IPO Equity,"66,253",Public,"['Fashion', 'Marketing', 'Product Design', 'Shoes', 'Sports', 'Web Development']",NYSE:VFC ,"VF Corporation offers a diverse portfolio of iconic outdoor and activity-based lifestyle and work-wear brands. Its brands include Vans, The North Face, Timberland, and Dickies. The company is committed to delivering innovative products to consumers and creating long-term value for its customers and shareholders. It has socially and environmentally operations spanning numerous geographies, product categories, and distribution channels. VF Corporation was founded in 1899 and is headquartered in Denver, Colorado.",Oct 1899,Active,VF Corporation,For Profit,,,
462,462,Valero Energy,San Antonio,Texas,United States,['Southern US'],[],http://www.valero.com,[],10000+ Employees,,"115,829",Public,"['Biofuel', 'Energy', 'Manufacturing', 'Oil and Gas']",BMV:VLO ,"Valero Energy Corporation (NYSE: VLO) is a Fortune 500 oil and gas refining and retail company based in San Antonio, Texas. The company owns and operates 18 refineries throughout the United States, Canada and the Caribbean with a combined throughput capacity of approximately 3.3 million barrels per day, making it the largest refiner in North America. Valero is also one of the nation's largest retail operators with more than 5,000 retail and branded wholesale outlets in the United States, Canada and the Caribbean under various brand names, including Valero, Diamond Shamrock, Ultramar, Shamrock, and Beacon.Valero Energy Corporation, through its subsidiaries, is an international manufacturer and marketer of transportation fuels, other petrochemical products and power. Valero subsidiaries employ approximately 10,500 people, and assets include 16 petroleum refineries with a combined throughput capacity of approximately 3 million barrels per day, 10 ethanol plants with a combined production capacity of 1.2 billion gallons per year, and a 50-megawatt wind farm. More than 7,300 outlets carry the Valero, Diamond Shamrock, Shamrock and Beacon brands in the United States and the Caribbean; Ultramar in Canada; and Texaco in the United Kingdom and Ireland. Valero is a Fortune 500 company based in San Antonio.",1980,Active,For Profit,"Feb 1, 1997",,,
463,463,Veritiv,Atlanta,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']",[],http://www.veritivcorp.com/,[],10000+ Employees,,"154,558",Public,"['B2B', 'Logistics', 'Supply Chain Management', 'Women Led']",NYSE:VRTV ,"Veritiv is a North American leader in business-to-business distribution solutions. Helping shape your business success drives everything they do. Their name is based on this commitment and on the core strengths of their business. Derived from verity, it says they are true to their word, their beliefs, and your needs. The words connective and active in their name signify that they collaborate with you to create solutions that work hard for your business.In today’s rapidly evolving marketplace, you need an edge. You want to increase efficiency, productivity, predictability and sustainability while cutting costs. Their packaging, print, facility, publishing and print management solutions span the entire lifecycle of business operations so you can achieve these goals. And with their industry-leading expertise, proprietary tools and creative ideas, you’ll get the help you need to stay ahead.",2014,,Active,For Profit,,,
464,464,Verizon Communications,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",[],http://www.verizon.com/,['Verizon Communications Alumni Founded Companies'],10000+ Employees,Grant,186,Public,"['Communications Infrastructure', 'Information Technology', 'Mobile', 'Telecommunications']",NYSE:VZ ,"Verizon Communications is a broadband and telecommunications company that operates 4G LTE and 3G networks as well as provides information and entertainment services.The company serves mass market, business, government, and wholesale customers by delivering broadband and other wireline and wireless communication innovations. Verizon Communications Wireless operates America’s largest wireless network that serves nearly 102 million customers nationwide. Its wireline operations include Verizon Business and Verizon Telecom.Founded in 1983, Verizon Communications is headquartered in New York.","Oct 7, 1983",Active,Verizon,For Profit,,,3.0
465,465,Vertex Pharmaceuticals,Boston,Massachusetts,United States,"['Greater Boston Area', 'East Coast', 'New England']",['Joshua Boger'],http://www.vrtx.com,['Vertex Pharmaceuticals Alumni Founded Companies'],5001 to 10000 Employees,Post-IPO Equity,"4,619",Public,"['Biotechnology', 'Health Care', 'Medical', 'Pharmaceutical']",NASDAQ:VRTX ,"Vertex Pharmaceuticals is a biotechnology company committed to the discovery and development of breakthrough small molecule drugs for serious diseases. The Company's strategy is to commercialize its products both independently and in collaboration with major pharmaceutical companies. Vertex's product pipeline is focused on viral diseases, cystic fibrosis, inflammation, autoimmune diseases, cancer, and pain.",1989,Active,"Vertex Pharmaceuticals Incorporated, Vertex",For Profit,,,2.0
466,466,Viatris,Pittsburgh,Pennsylvania,United States,"['Great Lakes', 'Northeastern US']",['S Nikhil Kumar'],https://www.viatris.com/en,[],10000+ Employees,,"96,565",Public,"['Biotechnology', 'Health Care', 'Life Science', 'Pharmaceutical']",NASDAQ:VTRS ,"They believe in healthcare as it should be empowering people worldwide to live healthier at every stage of life. Because of their unwavering belief that better access leads to better health, they leverage their best in class manufacturing and scientific expertise and proven commercial capabilities to bring quality medicines to patients when and where they need them.","Nov 16, 2020",Active,Mylan N.V,For Profit,,,
467,467,Victoria's Secret,Columbus,Ohio,United States,"['Great Lakes', 'Midwestern US']","['Gaye Raymond', 'Roy Raymond']",https://www.victoriassecret.com/,[],10000+ Employees,,"136,401",Private,"['Beauty', 'Fashion', 'Retail']",,"Sexy. Glamorous. Innovative. Victoria's Secret is the leading specialty retailer of lingerie and beauty products, dominating its world with modern, fashion-inspired collections, prestige fragrances and cosmetics, celebrated supermodels and world-famous runway shows. Victoria's Secret lingerie and beauty stores, the catalogue and www.VictoriasSecret.com allow customers to shop the brand anywhere, any time, from any place.","Jun 12, 1977",Active,For Profit,"Sep 15, 2020",,,
468,468,Visa,San Francisco,California,United States,"['San Francisco Bay Area', 'West Coast', 'Western US']",['Dee Hock'],https://www.visa.com,"['Visa Alumni Founded Companies', 'Visa Portfolio Companies']",5001 to 10000 Employees,Post-IPO Equity,"1,802",Public,"['Finance', 'Financial Services', 'Mobile Payments', 'Payments']",NYSE:V ,"Visa is an American multinational financial services company that facilitates electronic payment systems throughout the world. The company operates the world’s largest retail electronic payments network through the transfer of value and information among financial institutions, merchants, consumers, businesses, and government entities.Visa also provides electronic payment, risk management, and payment security solutions to online merchants; digital goods transactions services in online games, digital media, and social networks; and mobile financial services for mobile network operators and financial institutions in developing economies.Visa’s global payment brands include Visa, Visa Electron, PLUS, and Interlink. Together they provide payment options through credit, debit, prepaid, and commercial programs in 200 countries and territories. Visa's global network, VisaNet, delivers value-added processing services such as fraud and risk management, dispute resolution, rewards, and other business-enhancing applications. Visa was founded in 1958 and is based in San Francisco, California, United States.",1958,,Active,For Profit,,,25.0
469,469,Vistra,San Francisco,California,United States,"['San Francisco Bay Area', 'West Coast', 'Western US']",['Martin Crawford'],http://www.vistra.com/,[],5001 to 10000 Employees,Venture - Series Unknown,"108,665",Private,"['Finance', 'Financial Services', 'Hedge Funds']",,"Vistra's specialist colleagues provide tailored trust, fiduciary, fund and corporate services. We form strong, trusted connections with our clients, based on a deep understanding of their professional worlds, drawn from our extensive experience of working in those same worlds - across finance, structuring, law, and accounting.",2009,Active,For Profit,"May 22, 2015",,,
470,470,W.R. Berkley,Greenwich,Connecticut,United States,"['East Coast', 'New England', 'Northeastern US']",['William Berkley'],https://www.berkley.com/,[],5001 to 10000 Employees,,"118,775",Public,"['Auto Insurance', 'Financial Services', 'Health Insurance', 'Insurance', 'Life Insurance', 'Professional Services', 'Property Insurance']",NYSE:WRB ,"W. R. Berkley, an insurance holding company, operates as a commercial lines writer in the United States and internationally. It operates through two segments, Insurance and Reinsurance. The Insurance segment underwrites commercial insurance business, including premises operations, commercial automobile, property, products liability, and professional liability lines. It also provides workers’ compensation, property casualty, general liability, professional liability, and excess and umbrella coverage insurance products, as well as coverages for technology, ambulatory surgery centers, chiropractors, and concierge physicians; accident and health insurance and reinsurance products; insurance for commercial risks; pollution liability and coverages to contractors, consultants, and owners; and liquor liability and inland marine coverage for small to medium-sized insureds. Moreover, this segment offers directors and officers, and surety risk products, as well as products for life sciences and travel industries; coverage for excess liability, construction wrap-ups, and completed operations; cyber risk solutions; casualty, group life, and crime-related insurance products; personal lines insurance solutions, including home, condo/co-op, and collectibles; automobile, law enforcement, public officials and educator's legal, and employment practices liability, as well as incidental medical insurance products; and at-risk and alternative risk insurance program management services. The Reinsurance segment provides other insurance companies and self-insureds with assistance in managing their net risk through reinsurance on a portfolio basis through treaty reinsurance or on an individual basis through facultative reinsurance. William R. Berkley founded W. R. Berkley in 1967. It has its headquarters in Greenwich in Connecticut.",1967,,Active,For Profit,,,1.0
471,471,W.W. Grainger,Savannah,Georgia,United States,"['East Coast', 'Southern US']","['Tim Billingsley', 'William Wallace Grainger']",http://www.grainger.com,[],10000+ Employees,,"113,093",Public,"['Hospitality', 'Industrial', 'Manufacturing']",NYSE:GWW ,"W.W. Grainger (NYSE: GWW), with 2008 sales of $6.9 billion, is the leading broad-line supplier of facilities maintenance products serving businesses and institutions in the United States, Canada, Mexico, China, India and Panama. Through a highly integrated network including nearly 600 branches, 18 distribution centers and multiple Web sites, Grainger's employees help customers get the job done, saving them time and money by having the right products to keep their facilities running.",1927,,Active,For Profit,,,
472,472,WEC Energy Group,Milwaukee,Wisconsin,United States,"['Great Lakes', 'Midwestern US']",['Kevin Fletcher'],https://www.wecenergygroup.com,[],5001 to 10000 Employees,,"156,767",Public,"['Energy', 'Energy Efficiency', 'Renewable Energy']",NYSE:WEC ,"WEC Energy Group is one of the nation’s largest electric and natural gas delivery companies, with deep operational expertise, scale and financial resources to meet the region’s future energy needs. They focus on reliable service, customer satisfaction and shareholder value.Thery’re privileged to provide vital services to nearly 4.4 million customers in Wisconsin, Illinois, Michigan and Minnesota. Their scale and geographic proximity allow for operating efficiencies across their 70,000 miles of electric distribution lines, 44,000 miles of natural gas distribution and transmission lines, and 8,800 megawatts of reliable power plant capacity.They’re committed to delivering world-class reliability and the very best customer care – anywhere. Their customers are at the heart of their business, and they work every day to help grow and support the communities they serve. As a Fortune 500 company, they value and develop their employees who are making a difference in a mission that matters.",1981,,Active,For Profit,,,
473,473,WESCO International,Pittsburgh,Pennsylvania,United States,"['Great Lakes', 'Northeastern US']",[],http://www.wesco.com/,[],5001 to 10000 Employees,Post-IPO Secondary,"111,255",Public,"['Commercial', 'Electronics', 'Manufacturing']",NYSE:WCC ,"Wesco is a procurement specialists, helping customers lower supply chain costs and raise the efficiency of entire operations through a combination of advanced, innovative distribution capabilities and ""extra effort"" services: - National accounts program serving large national and multi-national customers with complex service requirements.- Provider of Integrated Supply services to companies interested in outsourcing their procurement and materials management functions.- Construction expertise to support large, complex construction projects such as industrial plant sites, stadiums, hospitals, airports, etc.- LEstablishing eProcurement relationships with customers and suppliers, with rich content and advanced connectivity.- On-line ordering, same-day shipment, and central order handling and fulfillment from our seven strategically located distribution centers.24-hours, seven days per week emergency service and product availability.",1922,Active,WESCO International,For Profit,,,
474,474,Walgreens Boots Alliance,Deerfield,Illinois,United States,"['Greater Chicago Area', 'Great Lakes', 'Midwestern US']",['Charles Rudolph Walgreen'],http://www.walgreensbootsalliance.com/,[],10000+ Employees,,"81,104",Public,"['Enterprise Software', 'Health Care', 'Pharmaceutical', 'Women Led']",NASDAQ:WBA ,"Walgreens Boots Alliance is the first global pharmacy-led, health and wellbeing enterprise. Walgreens Boots Alliance was created through the combination of Walgreens and Alliance Boots in December 2014. This transaction brought together two leading companies with iconic brands, complementary geographic footprints, shared values and a heritage of trusted healthcare services through pharmaceutical wholesaling and community pharmacy care, dating back more than 100 years.",1901,,Active,For Profit,,,2.0
475,475,Walmart,Bentonville,Arkansas,United States,['Southern US'],"['Sam Walton', 'William Fields']",http://www.walmart.com,['Walmart Alumni Founded Companies'],10000+ Employees,,"13,345",Public,"['E-Commerce', 'Grocery', 'Retail', 'Shopping']",NYSE:WMT ,"Walmart is a multinational retail corporation that operates several chains of discount departments and warehouse stores.The company’s segments include Walmart U.S., Walmart International, and Sam’s Club. The Walmart U.S. segment is a mass merchandiser of consumer products operating under the Walmart or Wal-Mart brands. It also offers digital services such as Vudu and InstaWatch. It offers a full line of grocery items, including meat, produce, deli, bakery, dairy, frozen foods, alcoholic and non-alcoholic beverages, floral, and dry grocery as well as consumables such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; health and wellness services such as pharmacy, optical, over-the-counter drugs, and clinical services; entertainment products, including electronics, toys, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid services, movies, music, video games, and books.","Jan 2, 1962",Active,Wal-Mart Stores Inc.,For Profit,,,9.0
476,476,Walt Disney,Burbank,California,United States,"['Greater Los Angeles Area', 'West Coast', 'Western US']","['Roy O. Disney', 'Walt Disney']",https://www.thewaltdisneycompany.com/,"['The Walt Disney Company Alumni Founded Companies', 'The Walt Disney Company Portfolio Companies']",10000+ Employees,Post-IPO Debt,584,Public,"['Amusement Park and Arcade', 'Animation', 'Consumer Goods', 'Media and Entertainment', 'Resorts']",NYSE:DIS ,"The Walt Disney Company started as a cartoon studio and evolves into sports coverage and television shows. Using the company's portfolio of brands to differentiate our content, services, and consumer products, Walt Disney seeks to develop creative, innovative, and profitable entertainment experiences and related products.","Oct 16, 1923",,Active,For Profit,,,4.0
477,477,Warner Bros. Discovery,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Bill Goodwyn', 'John Hendricks']",https://www.discovery.com,['Warner Bros. Discovery Alumni Founded Companies'],5001 to 10000 Employees,,"44,730",Public,"['Advertising', 'Broadcasting', 'Digital Entertainment', 'Digital Media', 'Media and Entertainment']",NASDAQ:WBD ,"Discovery is a global mass media and entertainment company.The company operates through U.S. networks; international networks; education; and other segments. It owns and operates television networks under many brand names, including Discovery, TLC, Animal Planet, Investigation Discovery, Science, Velocity, Discovery Family, American Heroes, Destination America, Discovery Life, Oprah Winfrey Network, Eurosport, DMAX, and Discovery Kids.The company’s content genres include survival, exploration, sports, lifestyle, general entertainment, heroes, adventure, crime and investigation, health, and kids. It distributes content across various platforms such as brand-aligned websites, web-native networks, online streaming, mobile devices, video on demand (VOD), and broadband channels; and operates radio stations and websites. In addition, it provides access to an online suite of curriculum-based VOD tools, professional development services, digital textbooks, and student assessments through subscriptions for K-12 schools; and publishes hard copy curriculum-based content. It also operates production studios that develop television content for television service providers.Discovery Communications was founded on June 17, 1985, and is headquartered in Silver Spring, Maryland.","Jun 17, 1985",,Active,For Profit,,,7.0
478,478,Waste Management,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']",['Wayne Huizenga'],http://www.wm.com,[],10000+ Employees,,"72,896",Public,"['Energy', 'Waste Management']",NYSE:WM ,"Waste Management, Inc. is a leading provider of integrated environmental solutions in North America.Waste Management is a leading provider of comprehensive environmental solutions services in North America, serving more than 21 million customers in the U.S. and Canada. As part of their strategy, they are committed to developing new waste solutions that can help communities and organizations achieve their green goals, including zero waste.With the largest network of recycling facilities, transfer stations and landfills in the industry, their entire business can adapt to meet the needs of every distinct customer segment, including municipalities, construction sites, healthcare facilities, commercial buildings and many others.As North America’s largest residential recycler, their goal is to manage more than 20 million tons of recyclable material each year by 2020. Last year, they managed more than 15 million tons. Waste Management is also a renewable energy provider. One of the ways they do this is by recovering the naturally occurring gas inside landfills to generate electricity, called landfill-gas-to-energy. By the end of 2014, they operated over 134 beneficial-use landfill-gas projects, producing enough energy to power nearly 500,000 homes.","Jan 1, 1968",,Active,For Profit,,,3.0
479,479,Wayfair,Boston,Massachusetts,United States,"['Greater Boston Area', 'East Coast', 'New England']","['Niraj Shah', 'Steve Conine']",https://www.wayfair.com,['Wayfair Alumni Founded Companies'],5001 to 10000 Employees,Post-IPO Debt,333,Public,"['E-Commerce', 'Furniture', 'Home Decor', 'Retail']",NYSE:W ,"Wayfair is the largest pure-play online retailer of home goods in the US. Key categories for the company include furniture, decor, kitchen & dining products, home improvement, patio & garden, and baby.The company, founded in 2002 as CSN Stores, is based in Boston, MA, and has additional offices in Utah, Kentucky, New York, Galway, Ireland, London, England and Berlin, Germany. Wayfair employs over 2,300 people across those offices.In 2014, Wayfair's sales exceeded $1.3 billion.","Aug 1, 2002",Active,CSN STORES LLC,For Profit,,,
480,480,Wells Fargo,San Diego,California,United States,"['Greater San Diego Area', 'West Coast', 'Western US']","['Adrian Zuckerman', 'Adrit Raha', 'Peggy Reingold']",http://www.wellsfargo.com,"['Wells Fargo & Company Alumni Founded Companies', 'Wells Fargo & Company Portfolio Companies']",10000+ Employees,,,,"['Banking', 'Financial Services', 'FinTech', 'Insurance', 'Payments', 'Women Led']",NYSE:WFC ,"Wells Fargo & Company is a diversified financial services company with $1.3 trillion in assets, providing banking, insurance, investments, mortgage and consumer finance through more than 10,000 stores, over 12,000 ATMs and the internet across North America and internationally.Wells Fargo & Company is an American multinational banking and financial services holding company with operations around the world. Wells Fargo is the fourth largest bank in the U.S. by assets and the largest bank by market capitalization. Wells Fargo is the second largest bank in deposits, home mortgage servicing, and debit cards. In 2011, Wells Fargo was the 23rd largest company in the United States. Wells Fargo is headquartered in San Francisco, California, with ""hubquarters"" throughout the country.In 2007 it was the only bank in the United States to be rated AAA by S&P, though its rating has since been lowered to AA− in light of the financial crisis of 2007–2012. The firm's primary U.S. operating subsidiary is national bank Wells Fargo Bank, N.A., which designates its main office as Sioux Falls, South Dakota.Wells Fargo in its present form is a result of a merger between San Francisco-based Wells Fargo & Company and Minneapolis-based Norwest Corporation in 1998 and the subsequent 2008 acquisition of Charlotte-based Wachovia. Following the mergers, the company transferred its headquarters to Wells Fargo's headquarters in San Francisco and merged its operating subsidiary with Wells Fargo's operating subsidiary in Sioux Falls.In 2012, Wells Fargo had more than 9,000 retail branches and over 12,000 automated teller machines in 39 states and the District of Columbia. A ""Big Four bank"", it has over 270,000 employees and over 70 million customers. As of July 12, 2013, Wells Fargo became the world's biggest bank by market capitalization, worth $236 billion.",,,,,,,36.0
481,481,WestRock,Norcross,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']",['Scott Ford'],http://www.westrock.com,[],10000+ Employees,,"92,336",Public,['Packaging Services'],NYSE:WRK ,"WestRock Company (NYSE: WRK) aspires to be the premier partner and unrivaled provider of paper and packaging solutions in consumer and corrugated markets. WestRock’s 39,000 team members support customers around the world from more than 250 operating and business locations spanning North America, South America, Europe and Asia-Pacific. MeadWestvaco announced that it would form a combined $16 billion company with RockTenn. The new company is titled WestRock.",1953,,Active,For Profit,,,
482,482,Western Digital,San Jose,California,United States,"['San Francisco Bay Area', 'Silicon Valley', 'West Coast']",['Jacob Braun'],https://www.westerndigital.com/,['Western Digital Alumni Founded Companies'],10000+ Employees,Post-IPO Equity,"47,014",Public,"['Big Data', 'Computer', 'Hardware', 'Manufacturing', 'Software']",FRA:WDC ,"Western Digital (WD) develops, manufactures, and sells data storage solutions. Its solutions enable consumers, businesses, governments, and other organizations to create, manage, experience, and preserve digital content.",1970,,Active,For Profit,,,2.0
483,483,Western and Southen Financial Group,Cincinnati,Ohio,United States,"['Great Lakes', 'Midwestern US']",['John F. Barrett'],http://www.westernsouthern.com,[],5001 to 10000 Employees,,,,"['Financial Services', 'Health Insurance', 'Insurance']",,Western & Southern Financial Group is a network and insurance group.,,,,,,,
484,484,Westinghouse Air Break Technologies,Wilmerding,Pennsylvania,United States,"['Great Lakes', 'Northeastern US']",[],http://www.wabtec.com,[],10000+ Employees,,"130,912",Public,"['Hardware', 'Manufacturing']",NYSE:WAB ,"Wabtec Corporation is a global provider of value-added, technology-based products and services primarily for the rail and transit industry. Through its subsidiaries, the company manufactures a range of products for locomotives, freight cars and passenger transit vehicles. The company also builds new switcher and commuter locomotives, and provides aftermarket services. Wabtec has facilities located throughout the world.",1869,Active,Wabtec Corporation,For Profit,,,
485,485,Westlake,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']",['Ting Tsung Chao'],http://www.westlake.com,[],5001 to 10000 Employees,Post-IPO Equity,"156,918",Public,"['Chemical', 'Manufacturing', 'Medical']",FRA:UEO ,"Westlake Chemical is an international manufacturer and supplier of petrochemicals and fabricated products that enhance the daily lives of people around the planet. The tires we ride on, the plastic wrap that keeps our meats and produce fresh, the pipes that are essential to ensuring clean water, the frames that secure our windows and doors, Westlake plays a vital role in supplying the building blocks for these products and many more.",1986,,Active,For Profit,,,
486,486,Weyerhaeuser,Federal Way,Washington,United States,"['Greater Seattle Area', 'West Coast', 'Western US']",['Friedrich Weyerhäuser'],http://www.weyerhaeuser.com,[],10000+ Employees,,"140,782",Public,[],NYSE:WY ,"Weyerhaeuser is one of the world's largest private owners of timberlands. It owns or controls more than 6 million acres of timberlands, primarily in the U.S., and manages another 14 million acres under long-term licenses in Canada.",1900,,Active,For Profit,,,
