,Unnamed: 0,name,Pros,Cons
433,433,NRG Energy,They paid well and benefits were good (in 69 reviews)<br/>Lots of standing but the pay is good (in 62 reviews)<br/>Great people to work with; never a shortage of challenges to stretch yourself and build skills with. (in 54 reviews)<br/>Good work/life balance (depending on manager) (in 27 reviews)<br/>Good salary corresponding with level of experience (in 16 reviews),This company suffers from bad management. (in 34 reviews)<br/>Seems like a lots of unneeded upper management (in 14 reviews)<br/>Market forces caused considerable layoffs. (in 10 reviews)<br/>Offered NO training / mentoring to bridge lack of energy industry experience which was a requirement for a permanent position! (in 9 reviews)<br/>long hours and confusing stragedy (in 7 reviews)
434,434,Nvidia,people here are smart and passionate about their job. (in 321 reviews)<br/>Great culture around designing the highest performance products based on what can be done verses what is \'good enough\'. (in 223 reviews)<br/>good benefits and very considerate (in 216 reviews)<br/>good work culture and policies (in 194 reviews)<br/>Good salaries and very accomodating (in 152 reviews),Less work life balance and no extra activities. (in 198 reviews)<br/>One of the best places to work (only if you end up under a good manager). (in 85 reviews)<br/>Sometimes you have to work long hours and not very well compensated. (in 37 reviews)<br/>Apathy by middle management towards employees. (in 10 reviews)<br/>Favoritism is big time. (in 9 reviews)
435,435,Occidental Petroleum,Good benefits and 401k (in 128 reviews)<br/>Good people and company is on solid financial footing. (in 69 reviews)<br/>Pay is good and you can work in peace. (in 62 reviews)<br/>Work life balance is good in recent years (in 27 reviews)<br/>Great corporate environment and culture. (in 24 reviews),Massive turn overs due to bad management. (in 37 reviews)<br/>Upper management is disorganized (in 20 reviews)<br/>Good managers are rare. (in 17 reviews)<br/>No training or career progression to non locals (in 14 reviews)<br/>Long hours and oil downturn hurt company (in 10 reviews)
436,436,Salesforce,Salesforce promotes a great culture as a company and that is reflected in the employees\' interactions at the company (in 1480 reviews)<br/>great benefits and they tried to make the interns feel a part of the company despite being remote (in 1418 reviews)<br/>They hire a great bunch of people and generally people in SFDC are smart and team players. (in 989 reviews)<br/>Good Work life balance and OOM (in 665 reviews)<br/>very suitable to work and good pay (in 404 reviews),Poor management (both middle management and executives) (in 293 reviews)<br/>Bad managers thrive creating terrible and deep differences between departments and culture. (in 250 reviews)<br/>long hours and fast moving pace so business constantly changing (not necc a bad thing) (in 86 reviews)<br/>Complacent middle management (in 50 reviews)<br/>Upper management is completely clueless about anything that doesn\'t appear on their dashboard. (in 45 reviews)
437,437,Dollar Tree,Great people and seeing regulars (in 308 reviews)<br/>flexible hours not too much of a commitment takes a while to get the hang of but becomes super easy. (in 252 reviews)<br/>Coworkers are nice and helpful (in 189 reviews)<br/>Flexible schedules and pretty laid back work environment make working around school and other job schedules much easier than some other jobs (in 111 reviews)<br/>Great employees and the best customers (in 85 reviews),Low pay except you to do everything with little to no help cheap at anything and everything (in 721 reviews)<br/>level personnel; good managers don\'t last long there; interest and empathy soon turn to disassociation and apathy (in 272 reviews)<br/>Promotions are often out of necessity (high turnover) so there is a great deal of bad management (in 253 reviews)<br/>Poor upper management. (in 124 reviews)<br/>The job pays minimum wage and no benefits even if you work close to 40 hours a week (in 120 reviews)
438,438,KKR,EA\'s are great people to work with. (in 39 reviews)<br/>Great platform with excellent culture and well positioned to grow (in 22 reviews)<br/>Great benefits; food and drinks are always available; free tickets to sports and theater event. (in 12 reviews)<br/>Good pay and great co (in 8 reviews)<br/>Interesting sector<br/>some great colleagues across the board<br/>v professional workplace<br/>fast and hectic (in 8 reviews),Long hours and hard to balance work life as you can easily burn out (in 20 reviews)<br/>bad work life balance and top (in 15 reviews)<br/>Employee burnout due to long hours and face time requirements. (in 7 reviews)<br/>slow salary and delayed salary (in 4 reviews)<br/>Management is great in managing up<br/>not so great downward. (in 4 reviews)
439,439,Kraft Heinz,The great people that are left need to figure out if they want to stay and tough it out or find something else. (in 357 reviews)<br/>Good benefits and a commitment to market research (in 272 reviews)<br/>The pay is good and there are still some people left from the old Kraft Foods (in 271 reviews)<br/>Salaries are good and like most large corporations they offer equity as part of their compensation. (in 120 reviews)<br/>Great opportunities to advance your career from very early on (in 104 reviews),There is no work/life balance (I worked nights & weekends when not in the office (in 261 reviews)<br/>Management is poor at communicating and leaders don\'t step up and lead! (in 199 reviews)<br/>The culture is terrible and the turnaround of staff at all levels is ridiculous. (in 185 reviews)<br/>People are stressed to perform well in the quarterly reviews and spend long hours at the office. (in 120 reviews)<br/>HR spends more time defending poor leadership behavior and choices than trying to change it and join the 21st century. (in 113 reviews)
440,440,Amgen,By working there as a full time employee you will work on a beautiful campus and receive great benefits. (in 526 reviews)<br/>People are great and they are always willing to help. (in 259 reviews)<br/>Every mgr I\'ve had has exemplified the Amgen values of putting the patient first and promoting a good work/life balance. (in 161 reviews)<br/>Good pay and has good benefits (in 137 reviews)<br/>Amgen is a great place to work with good benefits and even better culture (in 132 reviews),Poor management not fare assessment (in 117 reviews)<br/>Frequent layoffs and reorganizations which seemed to be due to planning issues and moving work overseas. (in 78 reviews)<br/>Amgen hires the best talent but many of the managers need to be trained extensively on how to lead others or manage people (in 58 reviews)<br/>All senior leadership claim they have no power and none of them can make a decision on their own. (in 43 reviews)<br/>Upper management is biased. (in 35 reviews)
441,441,AutoNation,The pay is good and I loved working with the customers (in 98 reviews)<br/>Benefits are good (in 76 reviews)<br/>About the only pro I have is the people I work with are great people. (in 74 reviews)<br/>Good training but they dont put in practice what you learned. (in 58 reviews)<br/>It\'s alright money is good (in 42 reviews),Long hours and lots of walking (in 114 reviews)<br/>Poor management for most cases (in 110 reviews)<br/>Store level managers have very little authority. (in 63 reviews)<br/>poor payplan<br/>horrible long hours go unappreciated. (in 43 reviews)<br/>No work life balance! (in 24 reviews)
442,442,Penske Automotive Group,Good Benefits<br/>Co (in 37 reviews)<br/>Great people to work with (in 19 reviews)<br/>Friendly Staff They actually take care of their employees other than some dealers! (in 14 reviews)<br/>They do a good job of keeping the employees happy and the managers in check. (in 12 reviews)<br/>Fortune 500 company with great facilities! (in 10 reviews),Pay is low for entry (in 29 reviews)<br/>Horrible management and seeing everyone as a number and not a person (in 25 reviews)<br/>Long hours and no consistent pay (in 21 reviews)<br/>Not for everyone<br/>you will need come with the expectations of long hours and hard work. (in 11 reviews)<br/>Terrible work life balance. (in 9 reviews)
443,443,PayPal Holdings,The benefits are good and the work atmosphere was wonderful. (in 625 reviews)<br/>Good work life balance is good (in 562 reviews)<br/>peers were supportive and it was great to meet nice people (in 463 reviews)<br/>Great technical minds and people centered culture (in 264 reviews)<br/>Good Salary and Perks (in 232 reviews),poor management: not trained to manage people. (in 237 reviews)<br/>All the good things about the company can go for a toss if you are reporting to a bad manager. (in 161 reviews)<br/>Poor leadership in the marketing function were i worked (in 85 reviews)<br/>Frequent restructuring and layoffs. (in 84 reviews)<br/>Middle and upper management are focused too much on marketing requests at the expense of development needs. (in 49 reviews)
444,444,Macy's,Great people to work with who are both technically knowledgeable and eager to help one another. (in 1454 reviews)<br/>At my location I have some great coworkers that make it fun to come to work. (in 910 reviews)<br/>Flexible hours and I liked the department I worked in and the associates I worked with. (in 906 reviews)<br/>benefits are good (have to be in a certain position to be eligible tho.) (in 670 reviews)<br/>flexible scheduling (get to choose which department and shifts to work) which was done through an online employee portal (in 669 reviews),the pay is low for the amount of work and the store is very messy. (in 2078 reviews)<br/>Management is poor and disorganized (in 1586 reviews)<br/>There are not enough expectations set from senior level management and many managers do whatever they want. (in 1162 reviews)<br/>lots of restructuring and movement where there is no training and NO HR (how do you settle disputes or address uncomfortable situations without HR?) (in 487 reviews)<br/>There is no work/life balance otherwise and it\'s not worth being there full time! (in 386 reviews)
445,445,Duke Energy,Good benefits and focused on doing the right thing (in 224 reviews)<br/>Good pay and the people at the sight where very friendly (in 159 reviews)<br/>Great people to work with! (in 106 reviews)<br/>Work / Life balance is good (in 65 reviews)<br/>Salary is good and stable (in 40 reviews),Taken advantage of over worked poor management (in 67 reviews)<br/>Upper management is completely out of touch with the day to day activities. (in 25 reviews)<br/>Managers have no clue and pass the buck down to subordinates (in 22 reviews)<br/>Poor Leadership and Change Management (in 19 reviews)<br/>Long hours and very shot deadlines (in 18 reviews)
447,447,Visa,Good benefits although in recent years they have lowered the standard which for long time employees is difficult. (in 581 reviews)<br/>Good work life balance ( this depends on the position you are at and who you work for) (in 513 reviews)<br/>Great enviroment and people to work with (in 331 reviews)<br/>Good pay but not worth your diginity (in 187 reviews)<br/>Good food and Salary (in 158 reviews),Poor management from C (in 200 reviews)<br/>Managers have 0 accountability and way too many people have manager roles who shouldn\'t. (in 161 reviews)<br/>There was poor leadership and management across too many areas of IT the last two years. (in 93 reviews)<br/>Senior management operates from Foster city so they are not aware of how directors and managers are treating their subordinates. (in 82 reviews)<br/>No career progression (in 28 reviews)
448,448,Rite Aid,I lucked out and got great people to work wth and a fun store with nice people (in 282 reviews)<br/>Good Benefits and fair to work for (in 239 reviews)<br/>Flexible hours also 0 out my register for a year straight and one 100 dollar gift card for pizza (in 213 reviews)<br/>Coworkers are great and knowledgeable (in 213 reviews)<br/>Work alone and flexible schedules (in 108 reviews),the pay is low compared to other similar companies no health care or bounces for part time employees (in 571 reviews)<br/>At my particular store I experienced bad management and poor communication (in 286 reviews)<br/>Horrible upper management. (in 202 reviews)<br/>Bad managers will mess up your shift. (in 161 reviews)<br/>No training provided it was a jump in and burn situation. (in 76 reviews)
449,449,Cummins,good work/life balance is good (in 472 reviews)<br/>Leaders role model and champion the values; company cares about its people and their lives; great products and leading edge technology (in 387 reviews)<br/>Their benefits are good and seem to be fairly administered. (in 260 reviews)<br/>Great culture so long as you are in the \'right\' BU or organization within a given BU. (in 249 reviews)<br/>Pay is good and they are very loyal company (in 222 reviews),Salaries are low or uncompetative (in 152 reviews)<br/>Management is poor and clueless about certain things (in 147 reviews)<br/>frequent layoffs occurs. (in 120 reviews)<br/>Many managers are out to better themselves vs developing their reports. (in 113 reviews)<br/>Upper Management is a bit indecisive (in 43 reviews)
450,450,U.S. Bancorp,Good benefits...no copay at doc visits and can purchase an extra week of vacation. (in 655 reviews)<br/>Overall the company is a good to work for and most the other employees are great people. (in 407 reviews)<br/>Good work life balance and SLA (in 392 reviews)<br/>Culture is great and very helpful. (in 192 reviews)<br/>Great people and coworkers. (in 147 reviews),low pay and little to no perks when you compare to other banks in the area and industry (in 494 reviews)<br/>Management is very poor and team lacked diversity (in 409 reviews)<br/>Managers don\'t know what they\'re doing and most of them are not willing to open/close or work weekend. (in 187 reviews)<br/>They move slow and upper management is horrible (in 165 reviews)<br/>No training in the beginning which is hard for a new worker and no sign (in 152 reviews)
451,451,Paccar,Good benefits and vacation. (in 68 reviews)<br/>It pays more than most other internships and I worked with great people. (in 64 reviews)<br/>401k and pension plan for those who can find a way to stay and thrive in conservative environment. (in 48 reviews)<br/>Good work / life balance (in 47 reviews)<br/>There is good pay and they provide some strong values but those are only applied prior to a \'God Pigiot\' visit. (in 46 reviews),Poor management and most employees seem unhappy with how things are ran and how promotions are made. (in 49 reviews)<br/>You need to be able to adapt to a conservative culture (and not waste money) (in 49 reviews)<br/>The PMO and Project Managers have no influence in any fashion across the company. (in 39 reviews)<br/>Only senior management gets bonuses<br/>which can be as much as 25% of their [already high] salary<br/>and is based on yearly goals that they set. (in 27 reviews)<br/>Salary is not competitive at all considering Seattle is one of the top 10 expensive cities in US<br/> (in 24 reviews)
452,452,McDonald's,I got free food on my break and got to customize my meals every day which was fin and tasty (in 4305 reviews)<br/>McDonald\'s offer flexible hours and is a very solid first job for those in high school or college. (in 4304 reviews)<br/>The people there were nice and it was quite easy to learn to execute all the job duties well. (in 3748 reviews)<br/>Pay was ok and coworkers nice (in 1658 reviews)<br/>Free meals for every 5 hours worked and a 15% employee discount on everything else (in 1425 reviews),The pay is low and it is hard for me to work with the wrong management (in 5938 reviews)<br/>very hard to get promoted and bad management u only go up if u know people (in 4046 reviews)<br/>managers can be rude and don\'t work with your request days off unless you keep reminding them (in 3492 reviews)<br/>Hard and low salary and without any bonus (in 782 reviews)<br/>Breaks are short and also there is not a guaranteed time on when an employee will have his break. (in 414 reviews)
454,454,C.H. Robinson Worldwide,Good benefit if compare to other company in Malaysia as this company from oversea and more stable. (in 272 reviews)<br/>The people that work for the company are truly great people and fun to work with! (in 225 reviews)<br/>Company and workplace culture is great (in 102 reviews)<br/>Good work environment (in 63 reviews)<br/>good training and you learn a lot. (in 53 reviews),Pay is low for work put out & can take a while to receive better pay (in 155 reviews)<br/>Poor management can really suck all the fun out of the job. (in 125 reviews)<br/>No work/life balance (in 81 reviews)<br/>Long hours with an expectation of answering your phone/emails no matter what day or time it is. (in 75 reviews)<br/>Hiring managers do not always follow best practices which can make the job difficult. (in 63 reviews)
455,455,Truist Financial,The benefits are good they make it very easy to move up within the system. (in 183 reviews)<br/>Pay is good and generally competitive (in 72 reviews)<br/>The people are great and they promote growth. (in 57 reviews)<br/>Great culture and forward looking company (in 51 reviews)<br/>Work life balance is good (in 50 reviews),Not really room to advance and management is horrible with demanding goals to reach. (in 63 reviews)<br/>Training for new Truist sales systems and teller systems is horrible. (in 26 reviews)<br/>low salary for entry data science (in 21 reviews)<br/>Upper management does not care at all (in 20 reviews)<br/>Slow branches don\'t have chance for incentive but they expect you to work long hours. (in 20 reviews)
456,456,Applied Materials,Worked in one of the most advanced companies in the Austin Texas area Well paid doesn\'t require high education great people to work with (in 205 reviews)<br/>Benefits are good and Korea internal co workers are good (in 189 reviews)<br/>Good work life balance and able to work remotely (in 141 reviews)<br/>good pay and semi (in 122 reviews)<br/>only salary is good mangament is worrest (in 106 reviews),Bad management and stinky co (in 128 reviews)<br/>Remaining solid engineers and managers have been stripped of authority to make sure groups play follow the leader. (in 71 reviews)<br/>Frequent layoffs hurt morale. (in 60 reviews)<br/>Long hours and getting longer as more people are laid off to get Executive management their bonuses. (in 58 reviews)<br/>Senior management continues to preach the need to retain key talent to remain competitive in multiple markets<br/>but does not appreciate or understand the value of the resources (employees) necessary to sustain margins in existent programs or capture new business opportunities. (in 20 reviews)
457,457,Freeport-McMoRan,Good benefits and 401k with company match. (in 133 reviews)<br/>Pay is good and company housing (in 106 reviews)<br/>Good people to work with (in 51 reviews)<br/>Good pay and bonuses for new graduate engineers. (in 29 reviews)<br/>comfortable place to work with a lot of benefit and good salary. (in 22 reviews),Starting just before I left and continuing afterwards<br/>there were more issues with poor management and decision making. (in 35 reviews)<br/>Long hours and a long drive (in 22 reviews)<br/>freeport is full of \'yes men\' and upper management is completely out of touch with employees. (in 20 reviews)<br/>One really bad manager (that no longer works there) (in 13 reviews)<br/>Bad work life balance (in 11 reviews)
458,458,Lithia Motors,This company has great benefits and you are able to work your way up if you show dedication and value to you department. (in 47 reviews)<br/>Great people to work with (in 32 reviews)<br/>Coworkers are great. (in 14 reviews)<br/>Should be a good work environment. (in 11 reviews)<br/>The employees here genuinely care about you. (in 9 reviews),Management is horrible. (in 44 reviews)<br/>long hours and sometimes stressful (in 32 reviews)<br/>low pay and not fun (in 29 reviews)<br/>If you get on with a Lithia store that has a good manager then you get a 5 star rating<br/>however for my experience I did not receive that. (in 16 reviews)<br/>Little or no training. (in 12 reviews)
460,460,Hartford Financial Services Group,Good Benefits are at this (in 321 reviews)<br/>It\'s a shame this place hires such great people because no one is appreciated. (in 189 reviews)<br/>You have a lot more flexibility than most places so work life balance is great. (in 156 reviews)<br/>They are flexible and the pay is good (in 140 reviews)<br/>Work from home is great (in 105 reviews),Poor management created a lot of duplicate efforts by employees. (in 120 reviews)<br/>Training for positions is poor. (in 78 reviews)<br/>To much emphasis on college degrees in IT area where most managers have degree in non (in 74 reviews)<br/>Way too much favoritism resulting in advancement of the lazy/underserving. (in 30 reviews)<br/>It seems upper management has been under pressure to reduce staff and do more with less. (in 26 reviews)
461,461,Aflac,The programs that you sell are great and the people are great. (in 209 reviews)<br/>The training was good and thorough. (in 155 reviews)<br/>You can have flexible hours and there is no limit to the amount of income you can make. (in 112 reviews)<br/>Flexible schedule and freedom to work when you want. (in 95 reviews)<br/>good hours and a flexible schedule (in 68 reviews),only commission based (good luck cold calling companies who are already EXTREMELY fed up with Aflac cold calls literally all the time) (in 326 reviews)<br/>There\'s no salary so you can work all day without being compensated for it. (in 139 reviews)<br/>No benefits whatsoever and you have to be self motivated (in 122 reviews)<br/>.the management is horrible (in 89 reviews)<br/>you need to sell a lot of policies to make the money you want to make. (in 80 reviews)
462,462,Whirlpool,The people are great and knowledgeable. (in 234 reviews)<br/>Good benefits and living situation for interns (in 172 reviews)<br/>Flexability and good work life balance (in 171 reviews)<br/>The pay was good and only having to work 7 hours and getting paid 8 on 3rd was nice. (in 145 reviews)<br/>Ethics and culture are great (in 122 reviews),Bad Management and Bad Time Calculation Habbit (in 104 reviews)<br/>Low salaries and little to no pay rise (in 65 reviews)<br/>Poor leadership and management of resource + Program (in 55 reviews)<br/>High turnover and hiring from outside means most managers don\'t understand the function they\'re managing (in 55 reviews)<br/>Low bonus (in 21 reviews)
463,463,Union Pacific,The pay is good and despite the slow erosion of benefits they are still good. (in 386 reviews)<br/>Good benefits (although insurance is going downhill in recent years by getting more expensive and having higher deductibles.) (in 381 reviews)<br/>Retirement is good and that\'s it. (in 118 reviews)<br/>Great people and potential for life long associates (in 96 reviews)<br/>Good money and fun work (in 63 reviews),Poor management make too many knee jerk decisions at the expense of employee satisfaction and long term employment (in 163 reviews)<br/>must return all call regardless if they leave a message all hours .. no work life balance. (in 118 reviews)<br/>constant layoffs are hard for family budget. (in 81 reviews)<br/>Another manager accused my foreman of me of not crossing track correctly even after he said he was to far away to really see us. (in 66 reviews)<br/>work Very long hours and over time (in 63 reviews)
464,464,International Paper,Pay is good you train and set up usually two jobs above your base job. (in 242 reviews)<br/>Good benefits and at times good employees (in 158 reviews)<br/>workers are great people to work with and are dedicated to doing a good job. (in 111 reviews)<br/>Good salary and the people that work with you are friendly. (in 45 reviews)<br/>Great opportunities coming out of college and being hired directly into IP. (in 27 reviews),Long hours no work life balance (in 76 reviews)<br/>Long hours hard to balance life (in 70 reviews)<br/>Management is poor (in 70 reviews)<br/>Very hit or miss on whether or not you will get a good or bad manager. (in 25 reviews)<br/>you will work long hours and come in on your days off but that\'s manufacturing (in 25 reviews)
466,466,CDW,There is a great culture in each individual branch as well as across the nation as one unified company. (in 239 reviews)<br/>The best thing about CDW is we have some really great people who really care about our customers and our company. (in 206 reviews)<br/>CDW offers great benefits and a company you can be proud to say you work for. (in 204 reviews)<br/>There is also a great work life balance as long as you prove that you are a high performer. (in 134 reviews)<br/>There was a lot of great training on the different technologies and products on an ongoing basis. (in 134 reviews),Pay is low and \'raises\' are less than 3% yet your review will always say how great of a worker you are. (in 142 reviews)<br/>Salaries are low and don\'t seem to be adjusted for higher cost of living areas. (in 133 reviews)<br/>Poor management and insane expectations (in 115 reviews)<br/>the problem is the managers have been thre too long so don\'t know what the real world is like any more. (in 72 reviews)<br/>disgustingly low base salary 30k when you start and then goes to 25k when you get \'promoted\' (in 64 reviews)
467,467,ManpowerGroup,Great People that work tougher and have a pride aimed towards company and client goals. (in 67 reviews)<br/>Good benefits and PTO. (in 50 reviews)<br/>Great colleagues to work with. (in 30 reviews)<br/>Great Opportunity to explore and gain experience for Newbie (in 29 reviews)<br/>Culture is great! (in 29 reviews),Low pay (starts at 13$ an hour when I left after a year and a half 16$) (in 65 reviews)<br/>Low salary for the amount of work we are assigned to (in 56 reviews)<br/>poor management likes you one day and not the next for no reason (in 47 reviews)<br/>Poor management and leadership. (in 31 reviews)<br/>Toxic managers can be in there (in 25 reviews)
468,468,PG&E,People are great and friendly and it\'s easy to make friends if you are moving there as the majority of people are not from Cincinnati. (in 920 reviews)<br/>Some Good Benefits and Resources (in 761 reviews)<br/>great culture and flexibility and care (in 477 reviews)<br/>Salaries are good for an average person in Pakistan and rotation is a plus for people who want growth. (in 436 reviews)<br/>Good pay & extralegal (in 410 reviews),Doesn’t care about its employees’ mental health and there’s no work life balance. (in 484 reviews)<br/>A good manager helps you progress but a bad manager can totally ruin your career (in 219 reviews)<br/>bad management and politics (in 207 reviews)<br/>long hours and some over time (in 154 reviews)<br/>Too many employees thus career progression will be slow and time based (in 120 reviews)
470,470,Baker Hughes,good benefits and people and their technologies are good (in 220 reviews)<br/>Great people and technology that focuses on customer intimacy by providing first class service and value added. (in 167 reviews)<br/>Good Pay and 401K. (in 151 reviews)<br/>Flexible and offers good work life balance (in 125 reviews)<br/>Since it comes under IG Metall Union lots of Employee protection and good salaries (in 110 reviews),poor management ! (in 113 reviews)<br/>Manager broke many of their employee had book and contract protocols on dealing with someone having said issues. (in 52 reviews)<br/>There is no job security especially for contract staff (in 39 reviews)<br/>Long Hours and 24/7 coverage (in 32 reviews)<br/>Information isn\'t passed through effectively and none of the senior leadership owns their decisions. (in 30 reviews)
471,471,Cleveland-Cliffs,New contract includes a great benefit package (in 50 reviews)<br/>Pay is good and that is all (in 40 reviews)<br/>Great people to work with (in 28 reviews)<br/>Good salary . (in 12 reviews)<br/>Money is good. (in 10 reviews),workers<br/>poor management<br/>discrimination<br/>drama fueled environment (in 17 reviews)<br/>Upper management is bloated<br/>has no direction<br/>and at times is utterly clueless to important issues. (in 11 reviews)<br/>Long hours and the Union workers are rude. (in 7 reviews)<br/>Bad work/life balance. (in 6 reviews)<br/>Can be as many managers as operators<br/>many of which have a real disconnect with those getting dirty. (in 5 reviews)
472,472,United States Steel,Good benefits that are paid for 100% by the company thanks to our Union. (in 192 reviews)<br/>A lot of hours and good pay (in 172 reviews)<br/>People are great and working in small groups with specific goals is rewarding (in 60 reviews)<br/>Good Money if you want to work your life away and be threatened with your job on a regular basis. (in 32 reviews)<br/>Salary was good till they stopped paying (in 29 reviews),Poor management: US steel is running by and for the consulting company. (in 78 reviews)<br/>No work life balance and old attitudes. (in 45 reviews)<br/>Long hours and night shifts are common (in 42 reviews)<br/>Deaf upper management. (in 34 reviews)<br/>Many layoffs including some very questionable ones. (in 33 reviews)
473,473,Becton Dickinson,Good benefits if converted to full time. (in 19 reviews)<br/>Great culture and good life/work balance. (in 12 reviews)<br/>Good people to work with. (in 10 reviews)<br/>Good work environment in some departments (in 8 reviews)<br/>Great work life balance. (in 7 reviews),Poor Management happens at Bd (in 7 reviews)<br/>Very bad sterilization department and bad manager. (in 5 reviews)<br/>Long hours. (in 3 reviews)
474,474,CarMax,Benefits are good and affordable (in 555 reviews)<br/>Great people and very diverse (in 312 reviews)<br/>CarMax provides great training and is on the cutting edge of technology for the industry. (in 238 reviews)<br/>Culture is great and rewarding (in 164 reviews)<br/>coworkers are great and friendly! (in 124 reviews),Pay is low for the role (teammate with same title and less experience makes 12k/yr more than I do) (in 330 reviews)<br/>Poor management made up of people who don\'t know what they are doing and lack the industry standard common sense. (in 328 reviews)<br/>Managers have to write observations on you for everything that you do good or bad. (in 223 reviews)<br/>Like any car dealership you’re expected to work long hours and come in on off days (in 197 reviews)<br/>Too many hours worked no work life balance (in 160 reviews)
475,475,Sherwin-Williams,Great benefits and 401k (in 755 reviews)<br/>good pay (But I asked for more before saying yes to the offer and it was granted. ) for part (in 570 reviews)<br/>Great people and interactions (in 338 reviews)<br/>I had great training and was provided with plenty of tools to help me learn about products I didnt know about. (in 125 reviews)<br/>On top of a good salary you can earn bonus money and the better the sales the better the bonus money! (in 124 reviews),Long hours and a lot of hard work if you want to make a decent living (in 289 reviews)<br/>Bad data and sometimes toxic upper management (in 261 reviews)<br/>Poor management and open too late (in 250 reviews)<br/>No work life balance because you are always on the phone fixing problems as long as the store is open (sometimes outside of store hours). (in 239 reviews)<br/>Just not a position for everyone however a lot of the managers have been with the company for years (in 212 reviews)
476,476,Builders FirstSource,benefits are good but should be offered at time of hire without wait period (in 31 reviews)<br/>the pay was good (in 27 reviews)<br/>Great people to work with (in 22 reviews)<br/>Casual work environment. (in 10 reviews)<br/>Great coworkers across the US. (in 6 reviews),2: Poor management (in 20 reviews)<br/>No training for current employees to possibly move up. (in 11 reviews)<br/>Upper management is happy to manage by email but does little to support. (in 9 reviews)<br/>Long hours due to lack of planning/communication. (in 7 reviews)<br/>Long hours starting from 6am (in 7 reviews)
477,477,Marsh & McLennan,A lot of really great people and no other broker has the caliber of people that Marsh does. (in 96 reviews)<br/>Benefits considered good and flexible (in 89 reviews)<br/>a good work life balance (in 51 reviews)<br/>Great colleagues to work with although many of the best and brightest have had enough and starting to leave (in 43 reviews)<br/>Good culture and WLB for all. (in 39 reviews),Pay is low and the longer you work at Marsh the further behind your peers at other companies you get. (in 38 reviews)<br/>Poor management<br/>They are very self (in 38 reviews)<br/>Low salary for my expertise<br/>hours and effort (in 36 reviews)<br/>No training plans in place at all for new staff or for career progression. (in 21 reviews)<br/>Minimal bonus and salary increases. (in 13 reviews)
478,478,PNC Financial Services,The unlimited OT offered by my department was the best benefit. (in 4 reviews),management and hr could have been better (in 4 reviews)<br/>Yea<br/>the pay is fair but at some point it was not worth it. (in 4 reviews)<br/>They will not give you a raise ever. (in 3 reviews)
479,479,Lumen Technologies,Benefits are good and the actual fiber network is good once it is up and running. (in 531 reviews)<br/>Good work Life Balance but not more than that (in 402 reviews)<br/>The pay is good and the product line is broad (in 316 reviews)<br/>Great people on the local level who truly care about their jobs and taking care of customers. (in 307 reviews)<br/>Flexible and can work from home. (in 106 reviews),Poor management and too hard of a push on sales above everything. (in 280 reviews)<br/>The senior leadership was more worried skewing the numbers with company provided applications that were disastrous at best. (in 111 reviews)<br/>As a result the majority of the good managers and directors that had the years retired. (in 107 reviews)<br/>CenturyLink upper management has been in turmoil for some time<br/>and is not able to make or follow through with a plan. (in 105 reviews)<br/>They have no training for critical job functions and then they blame you if you do domething wrong (in 97 reviews)
480,480,Avnet,People are great and experienced (in 103 reviews)<br/>Good benefits (including a pension which is rare today) (in 86 reviews)<br/>Technology Solutions (now part of Tech Data) had a great culture for a number of years. (in 38 reviews)<br/>The work life balance is good and no one tends to stay late for the sake of it and generally leave around five thirty. (in 35 reviews)<br/>If you\'re able to work with a great manager it makes all the difference. (in 23 reviews),Management was poor and based upon who you knew for advancement (in 76 reviews)<br/>I attribute this (as well as the average pay) in part to the low (in 32 reviews)<br/>Upper management is practically all men and are all close friends (in 23 reviews)<br/>Low salary and promotion opportunitiesp (in 23 reviews)<br/>Layoffs a regular occurrence. (in 22 reviews)
481,481,Tenet Healthcare,Benefits were good and reasonably priced (in 103 reviews)<br/>The pay was good and I enjoyed the 5 years I spent with this company. (in 58 reviews)<br/>Meet great people and provide service to employees. (in 54 reviews)<br/>Salary is good but it’s not everything (in 27 reviews)<br/>The staff is great and will help challenge you to grow. (in 24 reviews),Poor management for the most part and they did not invest in our hospital or community. (in 78 reviews)<br/>Poor Leadership. (in 30 reviews)<br/>Communication is poor (in 14 reviews)<br/>401k vest 5 years<br/>some Managers are controlling and hr does nothing about it when they are told. (in 14 reviews)<br/>Upper management is horrible. (in 13 reviews)
482,482,Kimberly-Clark,The people are great and they are very willing to answer any questions that you may have! (in 227 reviews)<br/>Great culture and values. (in 177 reviews)<br/>Good benefits and leave policy (in 176 reviews)<br/>Work Life balance is good (in 128 reviews)<br/>The pay is good and there\'s overtime. (in 115 reviews),Poor management; lack of real leaders. (in 58 reviews)<br/>A lack of any real dialogue between senior leadership and the managers who\'ve been tasked to drive the businesses. (in 42 reviews)<br/>If upper management were aware of how often this goes on I don\'t think they would be happy. (in 29 reviews)<br/>Long hours with no backup for some people(situation worsens when leadership does not know how to prioritize) (in 26 reviews)<br/>If you have a bad manager you\'ll get nowhere. (in 24 reviews)
